satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,left,salary,sales,employee_id
0.52,0.91,4,187,2,0,0,0,medium,sales,4582
0.91,0.51,2,211,2,0,0,0,medium,accounting,4583
0.79,0.92,3,204,3,0,0,0,medium,support,4584
0.83,0.53,5,182,2,1,0,0,medium,technical,4585
0.74,0.76,3,244,3,0,0,0,medium,management,4586
0.77,0.97,3,184,3,1,0,0,medium,marketing,4587
0.49,0.71,2,117,3,0,0,0,high,marketing,4588
0.94,0.89,3,230,3,1,0,0,high,marketing,4589
0.99,0.91,3,241,2,0,0,0,high,sales,4590
0.69,0.84,3,227,3,1,0,0,high,sales,4591
0.88,0.59,5,147,4,0,0,0,high,sales,4592
0.89,0.9,3,240,3,0,0,0,high,sales,4593
0.8,0.58,4,238,2,0,0,0,high,sales,4594
0.22,0.89,4,262,4,0,0,0,high,sales,4595
0.87,0.83,4,215,2,0,0,0,high,sales,4596
0.66,0.66,3,211,4,0,0,0,high,sales,4597
0.9,0.68,3,156,3,1,0,0,high,sales,4598
0.95,0.54,4,180,5,0,0,0,high,sales,4599
0.49,0.56,4,260,6,0,0,0,low,sales,4600
0.71,0.68,4,228,2,0,0,0,low,sales,4601
0.2,0.96,2,249,3,0,0,0,low,sales,4602
0.95,0.64,3,242,5,1,0,0,low,sales,4603
0.68,0.8,2,254,2,1,0,0,low,sales,4604
0.93,0.68,3,272,2,1,0,0,low,sales,4605
0.85,0.57,5,210,3,0,0,0,low,sales,4606
0.82,0.68,3,140,2,0,0,0,low,sales,4607
0.87,0.42,5,252,5,0,0,0,low,sales,4608
0.88,0.84,3,266,3,0,0,0,low,accounting,4609
0.98,0.79,4,138,3,0,0,0,low,accounting,4610
0.89,0.98,3,220,3,0,0,0,low,accounting,4611
0.92,0.51,5,214,3,0,0,0,low,hr,4612
0.48,0.6,2,121,5,0,0,0,low,hr,4613
0.67,0.49,4,195,3,0,0,0,low,hr,4614
0.84,0.55,3,135,3,0,0,0,medium,hr,4615
0.97,0.78,4,261,2,0,0,0,medium,technical,4616
0.65,0.53,5,205,3,1,0,0,medium,technical,4617
0.79,0.87,5,240,2,1,0,0,medium,technical,4618
0.75,0.75,2,141,4,0,0,0,medium,technical,4619
0.69,0.64,4,200,3,0,0,0,medium,technical,4620
0.85,0.6,4,257,3,0,0,0,medium,technical,4621
0.34,0.41,2,141,3,0,0,0,medium,technical,4622
0.97,0.68,3,185,2,0,0,0,medium,technical,4623
0.39,0.99,6,235,6,0,0,0,medium,technical,4624
0.54,0.81,4,264,4,0,0,0,medium,technical,4625
0.78,0.67,4,260,3,0,0,0,medium,technical,4626
0.49,0.79,4,158,3,0,0,0,high,support,4627
0.17,0.83,6,195,5,0,0,0,high,support,4628
0.98,0.81,3,180,2,1,0,0,high,support,4629
0.9,1,2,114,5,0,0,0,high,support,4630
0.24,0.89,5,228,4,1,0,0,high,support,4631
0.92,0.79,5,243,3,1,0,0,high,support,4632
0.36,0.72,3,179,3,0,0,0,high,support,4633
0.19,0.76,2,158,3,0,0,0,high,support,4634
0.75,0.76,4,254,4,0,0,0,low,support,4635
0.91,0.81,3,220,3,1,0,0,low,support,4636
0.72,0.95,5,171,3,0,0,0,low,support,4637
0.62,0.64,4,142,2,0,0,0,low,technical,4638
0.97,0.75,3,241,2,0,0,0,low,technical,4639
0.69,0.64,3,275,3,0,0,0,low,technical,4640
0.98,0.56,3,157,2,0,0,0,low,management,4641
0.62,0.53,5,169,3,0,0,0,low,IT,4642
0.59,0.82,2,233,2,0,0,0,medium,IT,4643
0.73,0.98,4,160,3,0,0,0,medium,IT,4644
0.71,0.79,3,189,3,0,0,0,medium,IT,4645
0.85,0.58,4,273,4,0,0,0,medium,IT,4646
0.8,0.94,4,141,3,1,0,0,medium,product_mng,4647
0.48,0.38,3,134,3,0,0,0,medium,product_mng,4648
0.64,0.4,3,248,3,0,0,0,medium,product_mng,4649
0.19,0.64,6,222,5,0,0,0,medium,product_mng,4650
0.82,0.69,5,219,3,0,0,0,medium,IT,4651
0.99,0.96,4,202,3,0,0,0,medium,RandD,4652
0.45,0.58,3,200,2,0,0,0,medium,RandD,4653
0.89,0.89,3,138,2,0,0,0,medium,RandD,4654
0.75,0.78,4,158,5,1,0,0,medium,RandD,4655
0.8,0.86,3,136,2,0,0,0,medium,RandD,4656
0.78,0.49,4,222,2,0,0,0,medium,marketing,4657
0.95,0.76,3,236,2,1,0,0,medium,sales,4658
0.68,0.67,4,135,2,0,0,0,medium,accounting,4659
0.82,0.97,5,235,3,0,0,0,medium,support,4660
0.9,0.69,4,274,2,0,0,0,medium,technical,4661
0.59,0.99,3,235,2,0,0,0,medium,management,4662
0.66,0.57,3,169,4,1,0,0,medium,marketing,4663
0.63,0.56,5,286,4,0,0,0,medium,marketing,4664
0.73,0.78,3,166,2,0,0,0,medium,marketing,4665
0.63,0.93,3,236,4,0,0,0,high,sales,4666
0.87,0.62,5,197,2,0,0,0,low,sales,4667
0.62,0.87,6,169,2,1,0,0,medium,sales,4668
0.53,0.9,3,210,3,0,0,0,medium,sales,4669
0.94,0.83,4,156,2,0,0,0,medium,sales,4670
0.94,0.55,5,231,2,0,0,0,medium,sales,4671
0.55,0.64,3,101,2,1,0,0,medium,sales,4672
0.58,0.72,4,259,3,0,0,0,medium,sales,4673
0.98,0.88,5,203,5,1,0,0,medium,sales,4674
0.74,0.76,5,255,4,0,0,0,medium,sales,4675
0.65,0.48,3,131,3,1,0,0,medium,sales,4676
0.97,0.79,2,272,2,0,0,0,medium,sales,4677
0.58,0.75,4,253,2,0,0,0,low,sales,4678
0.49,0.77,2,254,2,0,0,0,low,sales,4679
0.69,0.98,3,214,2,0,0,0,low,sales,4680
0.55,0.49,5,195,3,0,0,0,low,sales,4681
0.65,0.89,4,240,3,0,0,0,low,sales,4682
0.87,0.49,4,149,2,0,0,0,low,sales,4683
0.12,0.7,4,276,4,0,0,0,low,sales,4684
0.65,0.84,4,247,4,0,0,0,high,accounting,4685
0.23,0.66,4,212,4,1,0,0,low,accounting,4686
0.62,0.77,4,256,3,0,0,0,high,accounting,4687
0.86,0.72,4,178,2,0,0,0,high,hr,4688
0.85,0.6,4,255,4,0,0,0,low,hr,4689
0.74,0.76,3,224,2,0,0,0,low,hr,4690
0.53,0.76,2,204,4,0,0,0,high,hr,4691
0.99,0.44,6,104,6,0,0,0,low,technical,4692
0.48,0.81,5,113,3,0,0,0,medium,technical,4693
0.72,0.74,3,243,2,0,0,0,high,technical,4694
0.76,0.72,3,242,5,1,0,0,medium,technical,4695
0.41,0.7,4,177,3,0,0,0,medium,technical,4696
0.85,0.88,3,235,2,0,0,0,medium,technical,4697
0.62,0.49,4,175,3,0,0,0,medium,technical,4698
0.16,0.78,4,280,6,0,0,0,high,technical,4699
0.58,0.61,3,205,2,0,0,0,medium,technical,4700
0.73,0.95,4,243,3,0,0,0,medium,technical,4701
0.28,0.76,3,150,2,0,0,0,medium,technical,4702
0.77,0.61,4,178,2,1,0,0,high,support,4703
0.85,0.86,3,231,3,0,0,0,medium,support,4704
0.56,0.76,3,134,2,0,0,0,high,support,4705
0.81,1,5,143,2,0,0,0,low,support,4706
0.83,0.87,3,156,3,0,0,0,medium,support,4707
0.49,0.48,4,249,3,0,0,0,medium,support,4708
0.81,0.97,3,247,3,0,0,0,medium,support,4709
0.56,0.92,5,222,4,0,0,0,medium,support,4710
0.77,0.83,3,160,3,0,0,0,low,support,4711
0.73,0.5,4,224,4,1,0,0,low,support,4712
0.95,0.72,4,235,2,0,0,0,low,support,4713
0.69,0.68,5,167,3,0,0,0,low,technical,4714
0.79,0.89,3,104,4,0,0,0,low,technical,4715
0.63,0.57,5,160,2,0,0,0,low,technical,4716
0.8,0.79,4,168,3,0,0,0,low,management,4717
0.64,0.61,2,153,2,0,0,0,low,IT,4718
0.92,0.9,4,249,3,0,0,0,low,IT,4719
0.96,0.75,4,177,2,0,0,0,low,IT,4720
0.56,0.85,3,225,3,0,0,0,high,IT,4721
0.37,0.61,3,186,2,0,0,0,low,IT,4722
0.5,0.82,3,133,2,1,0,0,low,product_mng,4723
0.49,0.58,4,213,4,1,0,0,low,product_mng,4724
1,0.73,3,245,2,1,0,0,low,product_mng,4725
0.82,0.75,5,160,3,1,0,0,high,product_mng,4726
0.52,0.54,4,212,3,0,0,0,low,IT,4727
0.76,0.96,4,135,3,1,1,0,low,RandD,4728
0.2,0.53,3,149,4,0,1,0,low,RandD,4729
0.6,0.9,4,178,3,0,1,0,high,RandD,4730
0.69,0.9,6,224,4,0,1,0,low,RandD,4731
0.93,0.51,3,196,2,0,1,0,medium,RandD,4732
0.7,0.64,4,178,3,1,1,0,high,marketing,4733
0.56,0.54,4,191,2,1,1,0,medium,sales,4734
0.97,0.61,4,167,3,0,1,0,high,accounting,4735
0.24,0.65,6,275,5,1,1,0,medium,support,4736
0.83,0.91,3,168,3,0,1,0,medium,technical,4737
0.55,0.85,3,152,2,0,1,0,medium,management,4738
0.68,0.99,3,263,3,1,1,0,medium,marketing,4739
0.48,0.53,3,113,4,0,0,0,medium,marketing,4740
0.75,0.95,3,253,3,0,0,0,medium,marketing,4741
0.61,0.5,4,271,3,1,0,0,medium,sales,4742
0.5,0.74,4,165,2,1,0,0,medium,sales,4743
0.78,0.54,5,257,3,0,0,0,high,sales,4744
0.61,0.68,4,244,3,0,0,0,low,sales,4745
0.48,0.5,4,179,3,0,0,0,medium,sales,4746
0.93,0.92,3,248,2,0,0,0,medium,sales,4747
0.78,0.58,3,224,2,0,0,0,medium,sales,4748
0.92,0.99,5,236,4,0,0,0,medium,sales,4749
0.71,0.98,5,213,3,0,0,0,medium,sales,4750
0.15,0.42,4,238,3,0,0,0,medium,sales,4751
0.14,0.83,5,153,5,1,0,0,medium,sales,4752
0.56,0.72,4,247,2,0,0,0,medium,sales,4753
1,0.84,3,154,3,0,0,0,medium,sales,4754
0.77,0.82,3,147,4,0,0,0,high,sales,4755
0.86,0.66,3,150,2,0,0,0,low,sales,4756
0.88,0.95,3,137,3,0,0,0,low,sales,4757
0.85,0.84,5,179,3,0,0,0,low,sales,4758
0.95,0.56,5,194,2,0,0,0,high,sales,4759
0.65,0.65,4,224,3,0,0,0,low,sales,4760
0.7,0.55,3,253,2,1,0,0,low,accounting,4761
0.6,0.55,3,177,3,1,0,0,low,accounting,4762
0.84,0.83,3,215,3,0,0,0,high,accounting,4763
0.23,0.59,5,245,5,0,0,0,low,hr,4764
0.89,0.75,3,134,3,0,0,0,low,hr,4765
0.98,0.91,4,273,2,0,0,0,low,hr,4766
0.88,0.83,4,163,3,0,0,0,low,hr,4767
0.87,0.52,3,152,4,0,0,0,low,technical,4768
0.93,0.96,3,268,4,0,0,0,low,technical,4769
0.13,0.95,5,149,2,0,0,0,low,technical,4770
0.99,0.56,6,128,4,0,0,0,medium,technical,4771
0.52,0.51,3,218,2,1,0,0,medium,technical,4772
0.58,0.98,3,146,3,0,0,0,medium,technical,4773
0.85,0.57,5,190,2,1,0,0,medium,technical,4774
0.41,0.59,2,182,3,0,0,0,medium,technical,4775
1,0.8,5,162,3,1,0,0,medium,technical,4776
0.63,0.64,3,243,3,0,0,0,medium,technical,4777
0.63,0.58,4,141,3,1,0,0,medium,technical,4778
0.63,0.9,3,142,3,0,0,0,medium,support,4779
0.59,0.62,3,203,4,0,0,0,medium,support,4780
0.88,0.77,4,168,4,0,0,0,medium,support,4781
0.72,0.7,3,149,3,0,0,0,medium,support,4782
0.67,0.81,4,168,2,0,0,0,high,support,4783
0.41,0.54,2,190,4,0,0,0,low,support,4784
0.3,0.68,3,229,6,0,0,0,medium,support,4785
0.83,0.84,3,249,2,0,0,0,medium,support,4786
0.73,0.93,4,162,2,1,0,0,medium,support,4787
0.87,0.9,4,163,2,0,0,0,medium,support,4788
0.93,0.74,2,169,4,0,0,0,low,support,4789
0.97,0.91,4,257,3,1,0,0,low,technical,4790
0.7,0.54,4,150,4,0,0,0,low,technical,4791
0.66,0.95,4,183,3,0,0,0,low,technical,4792
0.62,0.66,3,208,3,0,0,0,low,management,4793
0.56,0.52,4,158,2,0,0,0,low,IT,4794
0.32,0.72,2,240,5,0,0,0,low,IT,4795
0.55,0.81,5,251,3,0,0,0,low,IT,4796
0.69,0.91,5,205,2,0,0,0,low,IT,4797
0.91,0.63,4,226,3,1,0,0,low,IT,4798
0.33,0.82,5,249,6,0,0,0,low,product_mng,4799
0.37,0.74,2,197,3,0,0,0,low,product_mng,4800
0.95,0.57,5,216,3,0,0,0,low,product_mng,4801
0.17,0.91,4,260,5,0,0,0,low,product_mng,4802
0.95,0.53,4,263,3,0,0,0,low,IT,4803
0.27,0.69,2,177,5,0,0,0,low,RandD,4804
0.91,0.95,4,171,3,0,0,0,low,RandD,4805
0.49,0.61,3,148,2,1,0,0,low,RandD,4806
0.6,0.56,4,138,3,0,0,0,low,RandD,4807
0.52,0.57,4,183,3,0,0,0,low,RandD,4808
0.54,0.65,3,202,3,0,0,0,low,marketing,4809
0.86,0.53,4,160,2,1,0,0,medium,sales,4810
0.78,0.87,4,264,3,0,0,0,medium,accounting,4811
0.6,0.81,4,245,3,1,0,0,medium,support,4812
0.15,0.91,2,207,3,0,0,0,medium,technical,4813
0.72,0.92,3,225,3,0,0,0,medium,management,4814
0.94,0.85,4,236,2,0,0,0,medium,marketing,4815
0.92,0.56,4,170,3,0,0,0,medium,marketing,4816
0.6,0.88,3,261,3,1,0,0,medium,marketing,4817
0.41,0.68,4,273,3,0,0,0,medium,sales,4818
0.5,0.43,3,184,2,0,0,0,medium,sales,4819
0.8,0.91,3,202,2,0,0,0,medium,sales,4820
0.67,0.83,4,195,3,0,0,0,medium,sales,4821
0.71,0.88,4,266,3,0,0,0,high,sales,4822
0.66,0.85,3,266,5,0,0,0,low,sales,4823
0.77,0.74,5,263,2,0,0,0,medium,sales,4824
0.62,0.54,3,142,2,0,0,0,medium,sales,4825
0.95,0.53,4,162,3,0,0,0,medium,sales,4826
0.89,0.75,5,258,2,0,0,0,medium,sales,4827
0.74,0.83,4,170,2,0,0,0,low,sales,4828
0.19,0.8,4,249,5,0,0,0,low,sales,4829
0.83,0.77,3,171,3,0,0,0,low,sales,4830
0.53,0.64,2,177,4,0,0,0,low,sales,4831
0.98,0.75,5,188,2,0,0,0,low,sales,4832
0.74,0.99,5,146,2,0,0,0,low,sales,4833
0.22,0.88,5,154,5,0,0,0,low,sales,4834
0.76,0.68,4,204,3,1,0,0,low,sales,4835
0.89,0.91,5,224,3,1,0,0,low,sales,4836
0.5,0.84,3,156,4,0,0,0,low,accounting,4837
0.17,0.82,6,259,4,0,0,0,low,accounting,4838
0.46,0.38,6,165,3,0,0,0,low,accounting,4839
0.68,0.78,3,264,3,0,0,0,low,hr,4840
0.77,0.86,4,215,2,0,0,0,low,hr,4841
0.68,0.83,3,133,3,0,0,0,low,hr,4842
0.15,0.7,4,220,4,0,0,0,low,hr,4843
0.7,0.98,4,176,5,0,0,0,low,technical,4844
0.66,0.96,4,103,2,0,0,0,low,technical,4845
0.54,0.52,5,155,3,0,0,0,low,technical,4846
0.57,0.57,4,141,3,0,0,0,low,technical,4847
0.78,0.58,3,150,3,1,0,0,low,technical,4848
0.14,0.83,5,171,6,0,0,0,medium,technical,4849
0.73,0.86,4,179,3,0,0,0,medium,technical,4850
0.65,0.97,4,145,2,0,0,0,medium,technical,4851
0.31,0.59,3,176,3,0,0,0,medium,technical,4852
0.77,0.55,2,172,2,0,0,0,medium,technical,4853
0.68,0.85,3,243,4,0,0,0,medium,technical,4854
0.79,0.69,4,209,2,0,0,0,medium,support,4855
0.92,0.62,4,196,3,0,0,0,medium,support,4856
0.77,0.96,6,225,4,0,0,0,medium,support,4857
0.48,0.89,3,261,2,0,0,0,medium,support,4858
0.63,0.66,4,157,2,0,0,0,medium,support,4859
0.92,0.49,5,259,3,1,0,0,medium,support,4860
0.5,0.85,4,224,6,0,0,0,high,support,4861
0.52,0.91,5,193,2,0,0,0,low,support,4862
0.73,0.79,4,157,3,0,0,0,medium,support,4863
0.99,0.87,4,223,3,0,0,0,medium,support,4864
0.91,0.99,3,188,3,1,0,0,medium,support,4865
0.85,0.79,3,217,2,0,0,0,medium,technical,4866
0.95,0.69,4,207,2,1,0,0,low,technical,4867
0.67,0.85,3,153,4,0,0,0,low,technical,4868
0.86,0.55,3,269,2,0,0,0,low,management,4869
0.71,0.54,4,198,3,0,0,0,low,IT,4870
0.99,0.95,4,102,5,0,0,0,low,IT,4871
0.57,0.61,3,167,2,1,0,0,low,IT,4872
0.98,0.72,3,252,2,0,0,0,low,IT,4873
0.62,0.58,3,192,2,0,0,0,low,IT,4874
0.74,0.79,5,237,4,0,0,0,low,product_mng,4875
0.7,0.6,4,158,3,0,0,0,low,product_mng,4876
0.8,0.93,3,260,3,0,0,0,low,product_mng,4877
0.65,0.69,4,153,3,0,0,0,low,product_mng,4878
0.53,0.52,3,233,4,0,0,0,low,IT,4879
0.43,0.62,2,180,3,0,0,0,low,RandD,4880
0.59,0.65,4,163,3,1,0,0,low,RandD,4881
0.16,0.96,6,211,6,1,0,0,low,RandD,4882
0.84,0.8,3,151,3,1,0,0,low,RandD,4883
0.78,0.95,3,249,4,0,0,0,low,RandD,4884
0.66,0.91,5,199,3,1,0,0,low,marketing,4885
0.7,0.74,4,247,2,0,0,0,low,sales,4886
0.73,0.63,4,174,3,0,0,0,low,accounting,4887
0.65,0.88,4,268,4,0,0,0,medium,support,4888
0.79,0.59,5,197,4,0,0,0,medium,technical,4889
0.57,0.68,4,154,3,1,0,0,medium,management,4890
0.24,0.58,5,279,4,0,0,0,medium,marketing,4891
0.95,0.78,3,204,2,1,0,0,medium,marketing,4892
0.38,0.54,2,112,3,0,0,0,medium,marketing,4893
0.9,0.78,4,261,2,1,0,0,medium,sales,4894
0.5,0.4,3,180,4,0,0,0,medium,sales,4895
0.68,0.61,3,261,5,0,0,0,medium,sales,4896
0.5,0.78,6,138,3,0,0,0,medium,sales,4897
0.85,0.81,4,164,4,0,0,0,medium,sales,4898
0.95,0.52,3,144,3,0,0,0,medium,sales,4899
0.92,0.92,3,244,2,0,0,0,high,sales,4900
0.83,0.87,5,233,3,0,0,0,low,sales,4901
0.9,0.78,4,225,2,1,0,0,medium,sales,4902
0.21,0.77,6,215,4,0,0,0,medium,sales,4903
0.94,0.86,3,223,4,0,0,0,medium,sales,4904
0.7,0.85,4,232,3,0,0,0,medium,sales,4905
0.54,0.76,3,157,4,0,0,0,low,sales,4906
0.77,0.65,4,268,3,0,0,0,low,sales,4907
0.62,0.49,3,158,2,0,0,0,low,sales,4908
0.93,0.55,5,222,2,0,0,0,low,sales,4909
0.81,0.86,3,210,3,0,0,0,low,sales,4910
0.99,0.79,4,133,2,0,0,0,low,sales,4911
0.78,0.49,3,224,3,0,0,0,low,sales,4912
0.66,0.63,5,264,5,0,0,0,low,accounting,4913
0.9,0.72,5,237,2,0,0,0,low,accounting,4914
0.74,0.53,5,141,2,0,0,0,low,accounting,4915
0.65,0.78,4,238,5,1,0,0,low,hr,4916
0.99,0.52,4,167,3,0,0,0,low,hr,4917
0.83,0.72,4,161,3,0,0,0,low,hr,4918
0.6,0.82,4,194,3,0,0,0,low,hr,4919
0.55,0.93,3,217,3,1,0,0,low,technical,4920
0.96,0.71,3,170,3,0,0,0,low,technical,4921
0.83,0.94,4,243,3,0,0,0,low,technical,4922
0.95,0.7,4,267,3,1,0,0,low,technical,4923
0.77,0.88,2,169,3,0,0,0,medium,technical,4924
0.83,0.95,3,255,3,0,0,0,medium,technical,4925
0.87,0.54,4,211,3,0,0,0,medium,technical,4926
0.69,0.49,3,198,4,0,0,0,medium,technical,4927
0.67,0.58,3,246,3,0,0,0,medium,technical,4928
0.55,0.49,3,146,2,0,0,0,medium,technical,4929
0.55,0.82,4,134,6,0,0,0,medium,technical,4930
0.39,0.48,3,169,3,0,0,0,medium,support,4931
0.51,0.93,5,232,3,0,0,0,medium,support,4932
0.39,0.38,2,106,3,1,0,0,medium,support,4933
0.96,0.93,4,260,3,0,0,0,medium,support,4934
0.68,0.81,3,232,2,0,0,0,medium,support,4935
0.67,0.71,4,173,3,0,0,0,high,support,4936
0.68,0.44,5,152,5,0,0,0,low,support,4937
0.56,0.58,3,173,3,0,0,0,medium,support,4938
0.9,0.7,3,274,3,0,0,0,medium,support,4939
0.69,0.59,3,233,3,0,0,0,medium,support,4940
0.99,0.71,4,232,3,0,0,0,medium,support,4941
0.42,0.59,3,156,2,0,0,0,low,technical,4942
0.28,0.51,3,124,3,0,0,0,low,technical,4943
0.55,0.65,3,207,3,0,0,0,low,technical,4944
0.91,0.53,3,273,6,0,0,0,low,management,4945
0.53,0.98,3,219,4,0,0,0,low,IT,4946
0.87,0.74,4,207,3,0,0,0,low,IT,4947
0.57,0.6,4,248,4,0,0,0,low,IT,4948
0.59,0.77,3,169,3,0,0,0,low,IT,4949
0.76,0.89,4,181,3,0,0,0,low,IT,4950
0.59,0.42,3,196,3,0,0,0,low,product_mng,4951
0.5,0.54,3,254,2,0,0,0,low,product_mng,4952
0.55,0.55,4,191,4,0,0,0,low,product_mng,4953
0.92,0.53,3,238,2,0,0,0,low,product_mng,4954
0.8,0.51,5,196,3,0,0,0,low,IT,4955
0.93,0.66,4,228,3,0,0,0,low,RandD,4956
0.67,0.57,4,165,3,0,0,0,low,RandD,4957
0.78,0.55,3,144,2,0,0,0,low,RandD,4958
0.61,0.7,4,243,3,0,0,0,low,RandD,4959
0.74,0.84,3,206,3,0,0,0,low,RandD,4960
0.5,0.49,3,180,3,1,0,0,low,marketing,4961
0.84,0.96,3,161,2,1,0,0,low,sales,4962
0.89,0.55,4,196,2,0,0,0,medium,accounting,4963
0.77,0.89,5,152,3,0,0,0,medium,support,4964
0.64,0.71,3,231,4,0,0,0,medium,technical,4965
0.77,0.89,2,215,5,1,0,0,medium,management,4966
0.74,0.58,4,233,4,0,0,0,medium,marketing,4967
0.88,0.96,4,155,2,0,0,0,medium,marketing,4968
0.88,0.96,5,182,4,1,0,0,medium,marketing,4969
0.89,0.88,3,165,4,0,0,0,medium,sales,4970
0.74,0.59,2,257,4,1,0,0,medium,sales,4971
0.63,0.74,4,155,2,0,0,0,medium,sales,4972
0.63,0.8,4,243,2,0,0,0,medium,sales,4973
0.68,0.92,2,184,4,0,0,0,medium,sales,4974
0.14,0.81,4,138,3,1,0,0,high,sales,4975
0.86,0.94,5,209,4,0,0,0,low,sales,4976
0.73,0.53,3,205,2,0,0,0,medium,sales,4977
0.57,0.56,3,191,3,0,0,0,medium,sales,4978
0.97,0.75,5,270,3,1,0,0,medium,sales,4979
0.67,0.36,4,97,4,0,0,0,medium,sales,4980
0.89,0.74,4,174,2,0,0,0,low,sales,4981
0.8,0.96,5,124,3,0,0,0,low,sales,4982
0.3,0.51,2,178,3,0,0,0,low,sales,4983
0.14,0.73,5,266,6,0,0,0,low,sales,4984
0.91,0.8,4,181,3,0,0,0,low,sales,4985
0.49,0.81,4,233,3,0,0,0,low,sales,4986
0.57,0.68,3,254,4,0,0,0,low,sales,4987
0.59,0.62,3,219,3,0,0,0,low,sales,4988
0.5,0.7,5,166,2,0,0,0,low,accounting,4989
0.69,0.97,3,158,2,0,0,0,low,accounting,4990
0.81,0.68,3,151,3,0,0,0,low,accounting,4991
0.79,0.82,3,98,3,1,0,0,low,hr,4992
0.55,0.91,4,187,4,1,0,0,low,hr,4993
0.92,0.62,4,266,2,0,0,0,low,hr,4994
0.94,0.59,5,250,3,0,0,0,low,hr,4995
0.67,0.55,5,193,3,0,0,0,low,technical,4996
0.53,0.92,4,223,3,1,0,0,low,technical,4997
0.77,0.59,5,189,5,0,0,0,low,technical,4998
0.57,0.82,5,138,3,0,0,0,low,technical,4999
0.64,0.97,4,268,2,0,0,0,low,technical,5000
0.35,1,6,186,2,0,0,0,low,technical,5001
0.66,0.71,3,136,3,1,0,0,medium,technical,5002
0.59,0.84,4,245,3,0,0,0,medium,technical,5003
0.49,0.93,4,184,3,0,0,0,medium,technical,5004
0.91,0.99,5,152,3,0,0,0,medium,technical,5005
0.12,0.6,2,194,4,0,0,0,medium,technical,5006
0.74,0.68,3,242,5,1,0,0,medium,support,5007
0.84,0.94,4,246,2,1,0,0,medium,support,5008
0.51,0.99,4,211,3,0,0,0,medium,support,5009
0.94,0.71,4,189,3,0,0,0,medium,support,5010
0.74,0.66,3,254,2,0,0,0,medium,support,5011
0.52,0.54,5,239,3,0,0,0,medium,support,5012
0.31,0.92,4,133,6,0,0,0,medium,support,5013
0.72,0.59,3,255,2,0,0,0,high,support,5014
0.92,1,3,212,2,0,0,0,low,support,5015
0.56,0.64,3,270,3,0,0,0,medium,support,5016
0.76,0.45,5,177,6,0,0,0,medium,support,5017
0.59,0.9,4,261,4,0,0,0,medium,technical,5018
0.5,0.74,3,220,3,0,0,0,medium,technical,5019
0.88,0.72,2,144,4,1,0,0,low,technical,5020
0.86,0.49,4,274,2,0,0,0,low,management,5021
0.66,0.99,4,195,3,0,0,0,low,IT,5022
0.7,0.69,4,158,3,0,0,0,low,IT,5023
0.98,0.93,5,145,4,0,0,0,low,IT,5024
0.61,0.73,3,165,3,1,0,0,low,IT,5025
0.57,0.66,4,270,2,0,0,0,low,IT,5026
0.84,0.91,5,208,3,0,0,0,low,product_mng,5027
0.76,0.4,2,245,5,0,0,0,medium,product_mng,5028
0.64,0.99,4,180,4,0,0,0,medium,product_mng,5029
0.87,0.7,5,225,3,0,0,0,medium,product_mng,5030
0.62,0.69,3,261,2,0,0,0,medium,IT,5031
0.16,0.99,3,213,6,1,1,0,medium,RandD,5032
0.83,0.87,3,230,3,0,1,0,medium,RandD,5033
0.36,0.59,2,198,2,0,1,0,medium,RandD,5034
0.47,0.51,6,190,5,0,1,0,medium,RandD,5035
0.54,0.51,4,137,4,0,1,0,medium,RandD,5036
0.83,0.83,3,186,3,1,1,0,medium,marketing,5037
0.96,0.68,4,137,2,0,1,0,medium,sales,5038
0.91,0.74,5,192,3,0,1,0,medium,accounting,5039
0.56,0.59,4,164,3,0,1,0,medium,support,5040
0.73,0.66,6,195,3,0,1,0,medium,technical,5041
0.97,0.63,4,151,3,0,1,0,medium,management,5042
0.75,0.74,5,231,3,0,1,0,medium,marketing,5043
0.49,0.76,3,257,2,1,0,0,medium,marketing,5044
0.57,0.94,4,257,3,0,0,0,medium,marketing,5045
0.41,0.58,5,274,2,1,0,0,medium,sales,5046
0.53,0.7,3,138,2,0,0,0,medium,sales,5047
0.93,0.6,4,184,3,0,0,0,medium,sales,5048
0.58,0.9,3,151,3,0,0,0,medium,sales,5049
0.6,0.54,3,265,3,1,0,0,medium,sales,5050
0.74,0.8,4,241,2,0,0,0,medium,sales,5051
0.62,0.52,3,148,3,0,0,0,medium,sales,5052
0.7,0.76,5,165,3,0,0,0,medium,sales,5053
0.93,0.75,3,243,2,0,0,0,medium,sales,5054
0.75,0.9,4,197,2,0,0,0,medium,sales,5055
0.95,0.48,5,214,6,1,1,0,medium,sales,5056
0.43,0.98,4,164,3,0,1,0,medium,sales,5057
0.77,0.58,4,243,4,1,1,0,medium,sales,5058
0.67,1,4,145,3,1,1,0,medium,sales,5059
0.51,0.72,4,163,4,0,1,0,medium,sales,5060
0.94,0.53,5,257,2,0,1,0,medium,sales,5061
0.9,0.85,3,253,3,0,0,0,medium,sales,5062
0.8,0.78,4,234,3,0,0,0,medium,sales,5063
0.34,0.89,5,266,6,0,0,0,medium,sales,5064
0.45,0.53,3,181,4,1,0,0,low,accounting,5065
0.97,0.66,4,193,4,0,0,0,low,accounting,5066
0.5,0.48,3,163,4,0,0,0,low,accounting,5067
0.89,0.62,5,144,2,0,0,0,low,hr,5068
0.76,0.5,4,245,3,0,0,0,low,hr,5069
